ID,class1,class2,class3,class4,class5,class6,class7,class8,class9
0,0.906566321849823,0.04826049879193306,0.0007781180902384222,0.018334006890654564,0.007324910722672939,0.0014169442001730204,0.015878530219197273,0.0007331753149628639,0.000707498867996037
1,0.85129314661026,0.06596912443637848,0.0010559606598690152,0.026620525866746902,0.009071549400687218,0.0036761327646672726,0.04049718379974365,0.0012122205225750804,0.0006040865555405617
2,0.5799753069877625,0.2321966588497162,0.0024042401928454638,0.1165630891919136,0.015009772963821888,0.00776250334456563,0.04370342940092087,0.0009941799798980355,0.0013908259570598602
3,0.6619226932525635,0.11714433878660202,0.0019004377536475658,0.12540672719478607,0.00955014768987894,0.005909509491175413,0.07256846874952316,0.0027788367588073015,0.002818816341459751
4,0.6248690485954285,0.06781680136919022,0.0029849507845938206,0.14312395453453064,0.023693671450018883,0.011994030326604843,0.12108006328344345,0.0013165291165933013,0.0031209189910441637
5,0.6811714768409729,0.06596174836158752,0.004385056905448437,0.15224140882492065,0.009231017902493477,0.004127972759306431,0.08056072145700455,0.0007598178926855326,0.0015608257381245494
6,0.6167241930961609,0.1305120289325714,0.0035644664894789457,0.15507164597511292,0.005539193283766508,0.01096578873693943,0.07532487064599991,0.001083211274817586,0.0012145917862653732
7,0.9062672257423401,0.015543399378657341,0.002587205031886697,0.056253138929605484,0.008502509444952011,0.0064664678648114204,0.0026856150943785906,0.0009392485953867435,0.0007552107563242316
8,0.31526124477386475,0.1403248906135559,0.009561816230416298,0.41379791498184204,0.023707229644060135,0.03535996004939079,0.050511106848716736,0.0014128948096185923,0.0100629897788167
9,0.43920373916625977,0.10048836469650269,0.008749142289161682,0.19857284426689148,0.07306220382452011,0.025215769186615944,0.14635129272937775,0.0024104577023535967,0.0059461332857608795
10,0.13451790809631348,0.3012188971042633,0.007217284291982651,0.1950613409280777,0.05082469433546066,0.02848820947110653,0.2787817120552063,0.0017927828012034297,0.0020971428602933884
11,0.07752497494220734,0.5871231555938721,0.0034269685856997967,0.12241937220096588,0.01568906009197235,0.012538136914372444,0.17573636770248413,0.0023591257631778717,0.0031828887294977903
12,0.2174825221300125,0.12749707698822021,0.00909506157040596,0.41276979446411133,0.0761280208826065,0.04724627360701561,0.09908397495746613,0.004748835228383541,0.005948449485003948
13,0.09341800957918167,0.5450752973556519,0.0022389660589396954,0.17644846439361572,0.03385070711374283,0.015348649583756924,0.12990406155586243,0.0017579017439857125,0.00195793597958982
14,0.10840052366256714,0.23214653134346008,0.003685783129185438,0.31181803345680237,0.015605486929416656,0.030374309048056602,0.29093751311302185,0.003928336780518293,0.0031034830026328564
15,0.25139808654785156,0.21313613653182983,0.0021723874378949404,0.26404252648353577,0.04252519831061363,0.02115030586719513,0.19890084862709045,0.004677130840718746,0.001997379818931222
16,0.1314311921596527,0.44169938564300537,0.006156301591545343,0.21904048323631287,0.019486241042613983,0.01881946064531803,0.15707369148731232,0.0030511105433106422,0.003242132719606161
17,0.03591585159301758,0.5772784948348999,0.009920071810483932,0.13705387711524963,0.05928613990545273,0.03744235262274742,0.13634446263313293,0.002460370073094964,0.004298374522477388
18,0.10445531457662582,0.43025416135787964,0.03637814521789551,0.12346182018518448,0.04201541095972061,0.03301587700843811,0.22393478453159332,0.0032964858692139387,0.003188008675351739
19,0.11123710870742798,0.2764632999897003,0.0033275329042226076,0.3823026120662689,0.0343913733959198,0.008000083267688751,0.1721666008234024,0.008815242908895016,0.003296191804111004
20,0.09990245848894119,0.35514503717422485,0.005163968540728092,0.36050310730934143,0.012807394377887249,0.027167800813913345,0.13332954049110413,0.0026594584342092276,0.0033212238922715187
21,0.036889564245939255,0.22743897140026093,0.005178581923246384,0.5236858129501343,0.026313992217183113,0.02325868047773838,0.14764247834682465,0.005500512197613716,0.0040913596749305725
22,0.1460380256175995,0.2305622398853302,0.00565157039090991,0.35204529762268066,0.04614844545722008,0.016577355563640594,0.19598111510276794,0.0026329595129936934,0.004363007377833128
23,0.1765507161617279,0.11320489645004272,0.005106071941554546,0.531014084815979,0.07656694203615189,0.019251573830842972,0.07461850345134735,0.0018267208943143487,0.0018605003133416176
24,0.22434528172016144,0.19726884365081787,0.00289654778316617,0.2311568260192871,0.035563141107559204,0.013516031205654144,0.29108771681785583,0.0014769837725907564,0.002688648412004113
25,0.09954256564378738,0.3591410517692566,0.009235584177076817,0.21441547572612762,0.08203025907278061,0.035428307950496674,0.18497906625270844,0.0049330308102071285,0.010294593870639801
26,0.13273325562477112,0.37085145711898804,0.004579539410769939,0.29700344800949097,0.04545213282108307,0.01573154889047146,0.1270008087158203,0.0024253674782812595,0.004222471732646227
27,0.14033646881580353,0.15293559432029724,0.004254733677953482,0.5671001076698303,0.025815119966864586,0.007803615182638168,0.09827081114053726,0.0015555392019450665,0.0019279636908322573
28,0.023979322984814644,0.2114480584859848,0.006229159887880087,0.4146749973297119,0.020188886672258377,0.012045365758240223,0.27756816148757935,0.029768813401460648,0.0040972172282636166
29,0.04244638979434967,0.1462148129940033,0.0038103119004517794,0.08885633945465088,0.012499204836785793,0.014144026674330235,0.6884200572967529,0.0020479965023696423,0.001560835400596261
30,0.1189362034201622,0.43076157569885254,0.0017180489376187325,0.3588142395019531,0.013305171392858028,0.028285786509513855,0.04368681460618973,0.001780740567483008,0.002711440436542034
31,0.12298090010881424,0.32287466526031494,0.004246750846505165,0.26181331276893616,0.02010410837829113,0.010455753654241562,0.2534521222114563,0.0026944545097649097,0.001377951935864985
32,0.011790652759373188,0.16516055166721344,0.0030098336283117533,0.06576018780469894,0.03351182863116264,0.01954684779047966,0.6912435293197632,0.001849984284490347,0.008126531727612019
33,0.07577256113290787,0.20439401268959045,0.00749213807284832,0.2634677290916443,0.013657238334417343,0.014696251600980759,0.4178835153579712,0.0012692624004557729,0.0013673005159944296
34,0.0477447547018528,0.3749815821647644,0.0022874949499964714,0.25845053791999817,0.029394881799817085,0.00831753108650446,0.27553170919418335,0.001350046950392425,0.0019414828857406974
35,0.14695601165294647,0.22848156094551086,0.0030120830051600933,0.18600308895111084,0.0054642208851873875,0.01073689665645361,0.4168128967285156,0.001194826210848987,0.0013383780606091022
36,0.4945194125175476,0.05762670934200287,0.019603436812758446,0.25666844844818115,0.037375811487436295,0.0383676253259182,0.07973219454288483,0.01094634085893631,0.005160022526979446
37,0.19782152771949768,0.16011691093444824,0.001614792738109827,0.1399877816438675,0.006041133310645819,0.004355855286121368,0.48624926805496216,0.0010949783027172089,0.002717705210670829
38,0.11941599100828171,0.28731879591941833,0.005663880612701178,0.19106179475784302,0.011943820863962173,0.013010605238378048,0.36789312958717346,0.0015568975359201431,0.0021350551396608353
39,0.06450950354337692,0.06633627414703369,0.0018454303499311209,0.21792340278625488,0.004138224292546511,0.010492992587387562,0.6328660845756531,0.0009983706986531615,0.0008896607905626297
